 , , F, , , , 

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	pPhone	fPhone	allPhones	index	nFormants	poles	bandwidths
EY	0	STATE	559.7	2315.4	3014.4	168.5	143.1	774.5	288.584	288.564	288.607	0.043	21	1	4	1	3	0			483.2	2293.6	491.5	2318.0	493.8	2361.4	482.8	2390.3	481.3	2398.1	T	T	['S', 'T', 'EY0', 'T']	2	6	[2062.6135220115752],[473.65945213496843, 2346.6072968373924, 3062.48601801476, 4853.24173835633],[495.5463350268976, 2349.1610400586096, 3063.688467822314, 4808.621773839329],[559.7086291603734, 2315.422650075802, 3014.377733754125, 3129.9231897573277, 4815.310136815929]	[1524.2381339832523],[134.86405390457057, 191.82094969324172, 247.31474488776496, 403.7768489421523],[193.99593007279913, 136.2181284601794, 181.75233157051196, 464.907967022104],[168.45786220358386, 143.0789370698398, 774.4744185397441, 1043.8779660449054, 382.5836880415419]
AO	0	FOOTBALL	941.9	1246.7	3060.0	193.9	484.7	419.2	289.023	288.943	289.182	0.239	53	5	4	2	1	0			943.8	1285.4	945.1	1243.7	962.5	1089.8	925.1	1078.9	937.3	1170.8	B	L	['F', 'UH0', 'T', 'B', 'AO0', 'L']	4	5	[1016.7060354045971, 3494.336057516146],[995.3823016426976, 1208.7335059781844, 3387.7529140447728, 4698.427696487347],[941.9459492985843, 1246.7006244592278, 3059.959003888657, 4074.298077844555],[418.0179164858744, 1040.706508168295, 1705.2280106448065, 3185.934798407555, 4176.415477360302]	[109.10342038461448, 990.5896239145264],[156.85308677691071, 1319.188043196019, 614.4778134689606, 1573.0192258242273],[193.89777457096062, 484.7121524188044, 419.21733499184154, 382.7536173771191],[1630.554033393533, 185.22743282976344, 370.15920759580354, 199.6693573985816, 320.2794287215921]
OW	0	SO	752.5	1642.7	3028.5	131.4	105.1	192.9	289.641	289.614	289.723	0.109	63	0	0	0	3	0			735.8	1639.2	769.1	1627.7	776.2	1559.5	775.0	1454.8	777.1	1374.8	S		['S', 'OW0']	1	5	[836.7099701131393, 2126.0696793802276],[701.3921981977926, 1608.8795732818003, 3103.994014370815, 4704.876560563672],[752.5034071027388, 1642.742117797422, 3028.467434681701, 4362.434121751932],[612.2605007345923, 786.916683520243, 1773.7753070603753, 3179.7859462011693, 4441.799455812445]	[560.9446032855141, 1388.4156334100774],[130.3997591602259, 190.72007073734443, 491.26596570022724, 652.5778931165632],[131.4093648584652, 105.07650385967145, 192.8962455811519, 488.24034541607756],[974.250927268245, 379.1100160959574, 93.8026365695478, 165.8841621015563, 462.0972583678989]
AY	0	I	859.3	1671.4	2832.9	178.7	221.9	326.4	289.767	289.723	289.885	0.162	41	0	0	0	0	0			851.6	1617.5	841.3	1731.9	746.7	1953.3	669.8	2072.5	589.3	2143.4			['AY0']	0	5	[1109.0565595611013, 2150.907515474233, 2847.6885040595084],[836.4579851112675, 1649.7457857648433, 2889.0829730515466, 4531.122492056038],[859.2527801619267, 1671.4447872678386, 2832.884984221862, 4082.9800015499854],[777.2506587774997, 862.255852818236, 1785.6759676653912, 2889.3229456780564, 3686.1897407690562, 4956.465679958765]	[510.7704772708311, 2683.326187631229, 1882.8133368949896],[194.4264872719097, 305.7061213624656, 451.5251028371947, 1355.505819615438],[178.6798274094079, 221.9395962599106, 326.42937339422895, 982.0927208365025],[615.0747916087531, 482.4891095697817, 174.5546880697213, 279.1571812692783, 487.79838040570206, 457.0087332308054]
AY	0	I	785.5	1898.0	2881.0	179.4	163.0	399.0	289.937	289.885	290.053	0.168	41	0	0	0	0	0		m	747.2	1898.9	770.9	1916.4	744.0	1986.4	667.2	2073.9	568.5	1967.0			['AY0']	0	5	[1045.167302109371, 2202.840362607443],[788.4955318437048, 1921.2696139071786, 2992.1111320849977, 4649.895989607696],[785.47480703119, 1898.0077013952132, 2880.9997150234512, 4274.922553331678],[791.3561829358898, 1884.3354131312444, 2592.4577771916693, 3052.209839280593, 4341.478891877825]	[962.4394086211801, 774.5652443818444],[226.1283564347979, 216.2392147405678, 543.3781581962124, 753.8349402789287],[179.36133632370533, 162.97472832305934, 399.0240724377902, 802.4340511610383],[162.32304568239044, 176.8360675807627, 1002.646833123671, 1211.6376758124375, 473.9204698740528]
AY	0	LIKE	839.8	1701.9	2985.5	161.1	159.7	2032.3	290.128	290.1	290.216	0.116	47	1	6	1	7	0			834.8	1641.8	821.8	1829.5	765.3	2016.1	691.7	2252.5	573.3	2430.0	L	K	['L', 'AY0', 'K']	1	6	[1149.1892405800816, 3272.8195279309166],[745.9002814278438, 1570.0953610476022, 3154.9326109827434, 4605.615974140678],[820.6704272226146, 1719.9278114942829, 3166.643707421777, 4393.088602859487],[839.8062032231796, 1701.9264511056303, 2985.4946473852306, 3181.7760403929155, 4427.794860438029]	[652.3647316042167, 852.6008319950753],[233.784495172635, 313.5380787494034, 179.2315998554429, 437.9254419702631],[243.27036192644093, 208.15536472108568, 125.75934676893432, 459.5893307519749],[161.121965447353, 159.740469205529, 2032.3380462779523, 581.305753300954, 399.96274722149326]
UH	0	THE	518.7	1902.6	2979.8	234.8	149.0	380.6	290.366	290.353	290.391	0.038	7	0	0	0	3	0			453.3	1935.4	450.8	1934.3	422.4	1922.6	363.2	1922.5	363.2	1922.5	DH		['DH', 'UH0']	1	6	[1037.0749120385171],[406.83620313015365, 1904.6635632560271, 3082.729735919193, 4809.380347333369],[450.75551051994375, 1934.2588282465292, 3059.131425394196, 4630.914904632624],[518.7031409917349, 1902.5756863138638, 2979.774321272875, 3684.116584829199]	[1089.3694936468933],[201.0807952064034, 333.07597719445045, 421.23702961181976, 380.84588057959627],[270.3943257858456, 200.46461617770012, 247.9251609522402, 495.47211484954346],[234.7959538748081, 148.96854921277668, 380.64770727905744, 1973.9152735450518]
OW	0	SPORTS	536.8	1104.0	2238.3	171.7	214.9	340.4	290.576	290.56	290.626	0.066	64	6	4	2	1	3			523.2	1079.3	566.8	1131.0	603.0	1160.5	622.2	1216.4	620.3	1316.8	P	R	['S', 'P', 'OW0', 'R', 'T', 'S']	2	5	[768.3141715599986, 2168.164115775502],[739.6998653884549, 1929.815276225937],[536.7581862654189, 1104.0363651748592, 2238.286686625988, 3516.1555507489857],[638.7065120820682, 1209.754335059729, 2287.50832053918, 3450.8430028034954, 4745.885466508049]	[415.93545431859525, 1613.7936052632028],[399.88222113989616, 1128.0366892876552],[171.74331644106405, 214.88393608413764, 340.35860645299346, 639.9548124190503],[169.0330756880284, 179.34785874040645, 156.45393089076344, 322.7858180012017, 793.0034200892837]
EH	0	THERE	742.9	1984.5	2765.7	217.1	169.2	275.4	291.164	291.142	291.209	0.067	2	0	0	0	3	0			726.5	1979.1	743.4	1991.5	749.1	2111.7	757.5	2202.3	760.0	2135.5	DH		['DH', 'EH0']	1	5	[756.5192074990556, 2249.25997546138, 3121.7619304229675],[683.1357940016782, 2009.5296365321926, 2869.682388778408],[742.8598038108192, 1984.4959700378583, 2765.69207524123, 3736.6214638238034],[644.5390180038877, 883.3530752229028, 2025.5820947120199, 2770.9575821247004, 3574.118824421975]	[778.7658452649104, 542.7542444544935, 1611.9401027042506],[229.1885500466916, 273.1485522426429, 394.9364801219663],[217.10171077069978, 169.15279983471567, 275.4440745972993, 974.6359125255705],[530.8922346369584, 659.2760046363998, 111.93167766867887, 226.16301155034986, 479.13765516806336]
IH	0	A	732.6	2329.2	4198.8	197.5	585.7	1407.0	291.222	291.209	291.249	0.04	1	0	0	0	0	0			734.9	2328.8	729.7	2338.9	697.2	2079.1	653.0	1978.9	646.0	1969.3			['IH0']	0	4	[668.4162781235705, 2364.8413012193846],[732.6174232159684, 2329.1907195186573, 4198.8079734579915],[548.1169589540266, 1386.5262485072408, 2607.503077104388],[462.7519484179886, 820.6758711123472, 2038.2188630518444, 2693.8216767324293, 3964.127661711346, 5074.7030295362165]	[206.7491552293592, 1409.5294657791912],[197.5022142024785, 585.6907347242166, 1406.9603353751515],[833.3260058509896, 1146.5986906640182, 668.4851103125193],[349.5914676547334, 187.97993613572027, 407.2682029076862, 406.66100353473223, 370.42265561277725, 432.02368302130145]
AA	0	LOT	907.0	1542.6	3529.4	204.2	241.0	323.2	291.321	291.286	291.391	0.105	5	1	4	2	7	0			836.9	1430.7	919.9	1555.2	984.1	1641.7	955.1	1669.4	893.5	1645.3	L	D	['L', 'AA0', 'D']	1	4	[1208.5823312675868, 3592.7189986954195],[906.9868964341367, 1542.5957730585387, 3529.4172034040885, 4487.238025529835],[944.3242508974304, 1582.099710566017, 3531.1270328726487, 4487.4336470317785],[888.8467056758012, 1293.0023905970766, 2328.0978310678547, 3567.500196257616, 4240.172676381182]	[530.1511461322496, 1248.3244353428047],[204.2305143566362, 240.98501087500657, 323.18781216851244, 462.8013115500234],[226.1699571429478, 263.46041829861093, 261.83404402336504, 401.44828346921736],[692.8587758384296, 615.7523524253073, 901.8440103008527, 558.2358637303671, 1074.9415257085282]
AH	0	OF	804.3	1796.2	3098.2	100.0	156.8	273.1	291.431	291.417	291.459	0.042	6	0	0	0	0	0			793.3	1777.9	809.3	1805.4	830.9	1862.4	839.7	1919.6	840.4	1936.9			['AH0']	0	4	[1075.7495587025417, 2435.816661842808],[804.2985466922971, 1796.1710779767068, 3098.19559788446, 4760.264453116152],[814.517864006291, 1615.6486679852865, 1986.6395588069759, 3358.281932491865],[821.518231776461, 1662.4297868053936, 2175.839454017134, 3162.4021145005267, 4586.360943700152]	[678.4918165978535, 1331.0716094189638],[100.01647190098302, 156.84688944587967, 273.11044260183513, 474.9243618397323],[139.28457319491832, 3076.711924186681, 196.5499340100176, 235.87193571007182],[126.39862085414715, 830.1725006662143, 1430.0325444906027, 331.0184025629088, 647.9510620228962]
AE	0	ACTIVITIES	806.1	2131.7	3126.1	184.3	251.8	274.0	291.476	291.459	291.509	0.05	3	1	6	1	0	5			812.3	2103.9	806.1	2131.7	789.0	2186.7	757.6	2254.7	717.8	2326.9		K	['AE0', 'K', 'T', 'IH0', 'V', 'IH0', 'D', 'IY0', 'Z']	0	4	[1109.3763491308048, 2708.398406454815],[806.0920432388746, 2131.741235700871, 3126.1477725709747, 4744.965476555927],[797.9590888116971, 2117.020638237702, 2883.625667166143, 3180.473789218464, 4753.7725687903285],[794.8707794391408, 1474.8121609924422, 2293.1950450574404, 3117.125326392412, 4072.80248756491]	[1208.6009070750183, 838.5777421060612],[184.31422910217586, 251.76737660179745, 273.9695874620454, 437.74195488186496],[168.64584454953896, 271.20248596814895, 3449.534345019505, 1765.3731386777522, 435.4645871314338],[176.1645231832943, 2104.156275183146, 497.8458632742071, 437.8145928236962, 1525.192295592124]
IH	0	ACTIVITIES	435.7	2518.4	3431.6	200.9	231.4	605.4	291.646	291.625	291.688	0.063	1	3	2	2	3	2					1772.6	3230.5	1080.4	3031.7	561.6	2704.9	561.1	2527.8	T	V	['AE0', 'K', 'T', 'IH0', 'V', 'IH0', 'D', 'IY0', 'Z']	3	4	[1862.8643946902264],[435.6964844533764, 2518.3754644908886, 3431.5917598215324],[438.52977434955204, 2390.101023724223, 3169.4977199813065, 4330.084809585408],[549.9424543030108, 2381.6810916634854, 2767.8369896247964, 3533.2928925970778]	[512.4962719113478],[200.90630633109373, 231.4151614210086, 605.3643080956903],[990.9293913632642, 460.8018836265555, 1390.6019583917064, 1165.2480109089263],[238.4513864271258, 376.2712139462915, 1174.622890295706, 432.131948572021]
IH	0	ACTIVITIES	405.3	2242.4	3112.0	180.4	314.3	335.7	291.728	291.719	291.746	0.027	1	1	4	2	1	1			405.3	2242.4	405.3	2242.4	404.6	2248.3	403.8	2254.2	403.8	2254.2	V	D	['AE0', 'K', 'T', 'IH0', 'V', 'IH0', 'D', 'IY0', 'Z']	5	4	[347.22179283392654, 2471.4942156406078, 3360.553435132955],[405.2856329249629, 2242.4379693961737, 3111.9682847230188],[395.8043226519001, 2057.1745537387974, 2773.6593218548655, 3356.460505093104],[372.9172026602947, 1010.7320067554573, 2245.9801709949325, 2857.8422708362764, 3756.1623583998658]	[630.6093213152099, 487.1727237350874, 879.2924699716449],[180.3544455202349, 314.3294542222529, 335.7128619994684],[93.01979530099308, 440.5124656677464, 676.1326906977832, 566.6674235384068],[716.1158890895234, 1551.8595665658934, 295.37717855283836, 299.5536326447823, 337.2306044889304]
IY	0	ACTIVITIES	387.7	2350.9	3121.6	237.0	457.5	157.3	291.793	291.765	291.848	0.083	11	3	4	2	3	0			402.8	2320.9	386.5	2350.2	377.9	2607.3	356.7	2581.3	334.9	2526.4	D	Z	['AE0', 'K', 'T', 'IH0', 'V', 'IH0', 'D', 'IY0', 'Z']	7	5	[385.48774228658095, 2928.109491318239, 4024.6413625920845],[385.69897195588567, 2580.1073345648024, 3173.491627092211, 4654.680343155465],[387.68303783081285, 2350.924868104738, 3121.556702162665, 4418.395368689767],[376.9482379010103, 1427.1699004832633, 2824.3584401542967, 3444.4897571019374, 4057.8588763777584]	[319.51497830942225, 177.29841126436003, 1275.8930062460474],[41.4019677526846, 308.553374775983, 238.74183045064325, 920.7841532972376],[237.03705040532842, 457.4953981643649, 157.279900542515, 456.9556446956706],[442.6430375989608, 846.0298088983084, 190.61105234132663, 628.9942359549473, 1032.9786592772023]
UH	0	TO	403.2	2267.9	3088.4	110.9	130.0	764.5	291.98	291.967	292.005	0.038	7	0	0	0	3	0			386.4	2287.2	387.4	2286.3	387.7	2277.1	381.2	2260.6	381.2	2260.6	T		['T', 'UH0']	1	6	[1586.7472879470129],[380.369893746975, 2306.590202797292, 3193.3459427323724, 4802.766628559623],[387.35915202720855, 2286.296091898188, 3161.393652272404, 4562.014611114408],[403.23611103144435, 2267.9163319924637, 3088.4412519188645, 3534.5574611498964, 4715.4117489735745]	[958.8541815273602],[127.15768593470341, 216.28187856488995, 187.59918230163655, 294.38427361785415],[92.14243136327845, 145.4675856243729, 346.63147959029067, 700.001489170297],[110.85034797692666, 130.03518767544543, 764.5099235126679, 2016.4755103721077, 377.4421083095926]
UW	0	DO	384.8	2341.1	3148.3	147.0	118.6	163.8	292.032	292.025	292.124	0.099	73	0	0	0	3	0			394.5	2369.2	392.7	1995.0	401.8	1696.2	383.3	1517.3	342.6	2327.0	D		['D', 'UW0']	1	6	[2253.8039427579047, 3831.3356121183806],[343.6833100191577, 2466.6387062869508, 3356.9960843952663, 4605.622015435056],[348.546038102192, 2365.545809808532, 3197.000821821837, 4267.240121451975],[384.7987603621605, 2341.146843099966, 3148.3207000249777, 3927.8828898953298, 4829.311743937823]	[595.2420973957583, 997.885222872317],[135.13473184129987, 281.11451411114075, 304.5641731142039, 755.4174034208088],[96.36937742727768, 216.27431442354438, 207.45554624356566, 489.9529892395985],[146.97223356868705, 118.60322640593635, 163.80355088616108, 703.3305473657, 706.0712147517092]
UW	0	TO	385.3	2357.1	3208.8	101.5	289.6	303.1	292.247	292.24	292.305	0.065	73	0	0	0	3	0			385.3	2357.1	395.4	2389.0	391.6	2213.0	383.6	2230.5	369.1	2328.2	T		['T', 'UW0']	1	5	[1048.4310172761727, 3101.542645681413],[462.95554078833504, 2500.5009282093997, 3378.511977709082],[385.25419188618207, 2357.135262285839, 3208.760354851764, 4165.591264554405],[427.72194877353877, 2224.733283814738, 3020.515459415542, 3730.983504275151, 4823.802282262518]	[582.1989443926337, 705.726237193332],[182.36302242609602, 353.13101401843613, 397.07228537800876],[101.47788367660951, 289.5843792807582, 303.06465007803644, 788.5064403892839],[136.36409112529716, 417.75895939850784, 184.65648872989252, 284.0175457373702, 369.31340157516684]
AW	0	NOW	576.8	2155.9	3394.3	319.1	260.6	615.3	292.37	292.344	292.449	0.105	42	0	0	0	4	0			551.9	2170.2	635.1	2112.6	683.3	1963.1	691.5	1719.6	816.8	1497.5	N		['N', 'AW0']	1	4	[486.9770485627874, 2280.479601479748, 3694.6602297453287],[576.7995352736383, 2155.925091771986, 3394.2867257472394],[597.0675510300418, 2014.099895405263, 3002.3377322839933, 3899.598602814933],[629.3647316190096, 1704.4713184874008, 2594.769430638199, 3390.987153067718, 4322.352742299397]	[1179.1197310423129, 559.0107646655753, 717.1040349038799],[319.13736863304985, 260.6013372351442, 615.291475637077],[362.5675974520415, 1549.5368100298472, 431.092037269667, 1111.571092124359],[595.9061025807524, 352.3310703353176, 502.33074640328124, 448.140672704861, 480.0188731809899]
AH	0	WITH	318.2	1475.8	2788.7	458.4	215.8	993.1	292.489	292.479	292.509	0.03	6	3	3	1	9	0			318.2	1475.8	318.2	1475.8	273.7	1490.7	245.9	1502.6	245.9	1502.6	W	TH	['W', 'AH0', 'TH']	1	6	[1539.1077678758936, 3703.1391527336546],[1402.7145611098426, 3207.0289246882485, 4387.343459706667],[261.7870730745133, 1465.9887065505807, 2923.565133930822, 3963.277201437479],[318.160051525582, 1475.7504914471074, 2788.6819748228195, 3536.191057062637, 4498.499538514138]	[866.3128317313057, 934.6735491291694],[585.8825963750222, 854.1215485049487, 1040.225665426572],[354.4858976372875, 226.55713541090006, 452.12086194122776, 620.1422093582455],[458.4032639059494, 215.84407400439014, 993.0973400428862, 834.8474874669396, 856.2453776033673]
AH	0	MY	831.2	1801.6	3104.3	378.5	212.3	305.8	292.619	292.589	292.678	0.089	6	0	0	0	2	0			654.5	1319.2	833.4	1803.7	829.2	1806.9	729.5	1589.7	620.8	1494.2	M		['M', 'AH0']	1	6	[1474.5776320358366, 3369.720036237674],[729.2271939891492, 1819.9039696933753, 3390.1300293308145],[805.8172744047732, 1800.6296010396907, 3131.73575953488, 3936.897969498131],[831.2166079336987, 1801.6474110371128, 3104.2513701606117, 3861.2047827636607]	[770.5775799389677, 817.5424818633422],[591.0216368516119, 530.3620720092008, 430.05099157299014],[418.01354122946805, 247.70891313304233, 318.0898425203512, 429.0478502482905],[378.484738199494, 212.30940517297557, 305.84292956248726, 1038.6378164155906]
AH	0	LITTLE	633.2	1445.1	2946.6	198.7	193.8	1623.0	292.742	292.722	292.781	0.059	6	1	4	2	7	0			628.5	1431.1	633.0	1443.8	626.2	1430.8	610.7	1430.9	582.3	1430.3	L	D	['L', 'AH0', 'D', 'L']	1	6	[874.8378588562974, 3795.3669475671168],[552.9537657259564, 1349.4662203608939, 3506.909676585085, 4624.365178663782],[638.16639395433, 1443.7389380537843, 3364.478334591835, 4239.516626931486],[633.2438199041147, 1445.0807986628402, 2946.6328978892725, 3867.5819017124945]	[486.27734279249825, 782.7579629917294],[191.46155239003497, 334.62040482950783, 360.80372816283807, 751.6646004959699],[183.18223585459415, 180.06638066331638, 173.43779952933087, 297.8743640889136],[198.70059870842067, 193.75021959348288, 1623.0398297641418, 578.705090328043]
OY	0	BOY	678.5	1263.7	2998.5	138.6	176.1	200.9	293.024	292.937	293.199	0.262	61	0	0	0	1	0			558.7	974.7	700.5	1327.5	740.2	1894.1	661.8	2305.7	557.3	2445.2	B		['B', 'OY0']	1	6	[795.081895655901, 2648.3619485677546],[642.2712686152383, 1165.4176278863943, 3427.440110870294],[671.5927766312082, 1254.3263620458172, 3015.3425459917503, 3883.9038702699454],[678.53765058836, 1263.7047958655844, 2998.484043506637, 3808.685500462324]	[493.5450705137618, 958.5739238573103],[249.64458468147615, 532.2322394168468, 559.6520504201949],[148.6475188384319, 198.31264133076075, 219.90944486033234, 134.76075651418424],[138.57437912031352, 176.08124583882224, 200.87531155027926, 1821.1629678122172]
OW	0	GOING	547.7	1201.1	2984.8	171.6	152.7	317.6	293.829	293.807	293.895	0.088	62	0	0	0	6	1			515.9	1177.6	541.1	1193.7	581.7	1224.5	638.8	1309.6	663.3	1418.2	G	EY0	['G', 'OW0', 'EY0', 'NG']	1	5	[828.506915432488],[522.7970607425566, 1173.9073479811661, 3137.4898852996375, 4970.476802673846],[547.6672273420822, 1201.074305623625, 2984.8352594755247, 4292.97029523887],[509.16752927714305, 671.046158607257, 1250.0263643356761, 2920.906054143395, 4010.3444537485966, 5092.363700903864]	[586.4497856904596],[176.76378507650384, 206.58291378431687, 556.5011527357171, 923.5506167758166],[171.6109532005113, 152.6939495576942, 317.63795474274474, 618.9113487472084],[574.5037790570203, 1048.3865282517093, 182.88542688888592, 194.47232936052515, 372.12205585881225, 365.069200234603]
EY	0	GOING	717.0	2028.7	3021.8	217.5	322.7	366.4	293.923	293.895	294.069	0.174	21	4	6	2	0	0			714.0	2098.8	670.5	2237.9	660.6	2359.5	634.2	2528.6	649.4	2592.0	OW0	NG	['G', 'OW0', 'EY0', 'NG']	2	5	[782.6539202922264, 2884.0589258946543],[666.9508754899243, 1864.3224478217796, 3098.5595300877994],[717.0408408610423, 2028.7436820661615, 3021.754968465738, 3923.915226335012],[655.2720572128065, 748.5553964107636, 2075.8341415319614, 2995.066277191514, 3833.5255678296508]	[464.69209581085124, 593.9688385305607],[203.8777276452486, 811.4404454893645, 358.71089838370176],[217.5231346627649, 322.6826481549087, 366.39661267509143, 773.0066352658303],[642.7585683559013, 702.2304202276408, 208.30407651218243, 258.17064720549655, 463.5560486177099]
