 , , F, , , , 

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	pPhone	fPhone	allPhones	index	nFormants	poles	bandwidths
AA	1	TA	755.8	1195.3	2239.7	229.6	410.9	45.8	10.424	10.401	10.47	0.069	5	0	0	0	3	0			731.1	1182.3	760.2	1195.7	818.9	1165.2	855.3	1146.6	826.4	1234.6	T		['T', 'AA1']	1	6	[924.5365488344422, 2257.1039215674637],[934.5571348447842, 2238.000670823025, 3506.288170530251],[841.1222560083221, 1313.851332124989, 2250.2348846253267, 3494.1245260704663],[755.7797641972883, 1195.2986726575402, 2239.6722090128624, 2905.264353303923, 3589.0957936533614]	[295.86447359920265, 91.86315752056835],[205.99168047888534, 59.34586175221475, 821.2775516878907],[249.80604532353965, 913.1470826938701, 44.15374972064169, 445.3806892000934],[229.5924488364111, 410.8668783531047, 45.77298434806975, 1470.7872391674537, 483.594930074011]	removed	unallowed
AA	1	NA	812.0	1560.7	2336.2	81.8	644.2	122.3	10.567	10.551	10.6	0.049	5	0	0	0	4	0			809.6	1588.2	812.9	1549.9	818.4	1469.0	817.1	1370.7	817.2	1316.5	N		['N', 'AA1']	1	6	[983.1951260917484, 2470.103475137521, 4121.654003587239],[881.5382621488103, 2315.4436022967066, 3547.7686325631694],[860.4969505904221, 2233.8715666180296, 2869.0388470565604, 3872.6227143426395],[812.0419028019588, 1560.6838564606508, 2336.1887704281708, 3264.0547130292516, 4058.205914741114]	[778.1418450085544, 420.95170691293845, 843.336230302971],[174.00305855179803, 178.97785372797068, 638.14063687442],[124.39620430361923, 513.3077332480142, 758.9097385293436, 542.6016833552544],[81.82073567297022, 644.2496686936662, 122.27825611105818, 397.3293299617242, 378.63895533462875]	removed	unallowed
AA	1	NA	698.1	1132.9	2175.2	433.1	388.5	134.0	10.747	10.731	10.78	0.049	5	0	0	0	4	0			696.4	1165.2	699.7	1131.8	730.6	1143.7	769.3	1180.7	782.1	1225.5	N		['N', 'AA1']	1	6	[943.3103503074178, 2237.3545614707923],[909.2764893918715, 2164.1642903039533, 3792.481801441257],[859.1065394085422, 1102.0369478252187, 2201.474594310422, 3557.5019823422663],[698.126353217921, 1132.890511772605, 2175.1988903947426, 3139.4092531512624, 3652.4835981470674, 5142.41089075301]	[368.77362043944873, 404.8661272431634],[269.69092321782887, 341.26148623270694, 2246.272837354958],[555.8859375440957, 875.0376426600492, 147.1014816555552, 421.36519249836334],[433.1459296152976, 388.5102736470848, 134.02158947238746, 1976.3645798843688, 814.375347090901, 182.37142577511557]	removed	unallowed
AA	1	TA	783.6	1216.6	2122.5	149.9	377.9	222.3	11.067	11.04	11.12	0.08	5	0	0	0	3	0			770.7	1206.2	787.4	1214.4	889.2	1272.8	1027.9	1616.3	1026.1	1681.4	T		['T', 'AA1']	1	6	[929.6317578646692, 2253.499339901767, 4738.317139592414],[882.3688321246426, 2015.931909761489, 2859.676363308832, 4812.132578158729],[866.123158827762, 1603.8855713336704, 2202.8549860651256, 3376.761525803212, 4868.713811203014],[783.565629339104, 1216.6462096453872, 2122.5475084487366, 3003.0953782726237, 4107.643589882843, 4919.99513572039]	[220.7322622564032, 518.4104249770412, 1512.0737114085227],[145.70812828691908, 605.3345265622625, 1295.8562929837803, 922.4405243192341],[153.81109725221822, 1418.634190962759, 556.790043371694, 994.4778104281608, 505.82953613505043],[149.90355134314615, 377.85312764235573, 222.31864077930567, 544.9386653358671, 972.6993767895167, 492.96237645947474]	removed	unallowed
AA	1	DA	1086.7	1972.2	2862.4	128.1	352.5	492.7	11.163	11.14	11.21	0.07	5	0	0	0	3	0			1083.4	1944.5	1086.8	1978.3	1081.4	2057.9	1022.1	2112.3	929.7	2155.4	D		['D', 'AA1']	1	4	[1192.447614721989, 2330.740805954426, 3756.2751646551765],[1086.7029989758375, 1972.1720229859911, 2862.4252915663224, 4367.900156213683],[1087.2816696898353, 1941.3776926406292, 2765.881151392264, 3887.0554465949785],[1094.894617783376, 1908.5991754764495, 2683.2359082658413, 3441.770628835449, 4494.704977913618]	[266.0125231715224, 500.98761651393875, 1455.5005628113292],[128.1137613967849, 352.5002315240313, 492.7368622968437, 908.8242853226318],[116.73477821143733, 811.0306789614501, 877.5293724531726, 1101.7255884444485],[78.08813449721484, 217.6842739902187, 395.8935361765675, 884.2561379416902, 744.909255837011]	removed	unallowed
AA	1	NA	750.8	1054.8	2215.0	1475.9	493.0	144.4	11.284	11.271	11.31	0.039	5	0	0	0	4	0			750.8	1054.8	744.3	1048.9	679.5	1084.8	809.2	1368.4	846.0	1457.5	N		['N', 'AA1']	1	6	[1052.0545768762274, 2297.6616369369485, 3955.656709884845],[992.689940238106, 2244.3006683565395, 3528.680885001244, 4004.569484928059],[1001.8916642210646, 2226.216213509782, 2989.5702941611053, 3982.6140687962684],[750.7875317076598, 1054.827607768177, 2215.0381244222604, 2848.0375151002663, 3846.8353347921657, 4853.4660584098965]	[401.20526254395753, 199.73700003394228, 507.4436008834005],[227.6590411090313, 171.84451281351204, 2132.2199027568117, 1404.7000599610617],[203.23590847740095, 169.36512204972908, 1272.1236935913132, 597.9779515538502],[1475.9476585933617, 493.0083260770409, 144.41296661678902, 795.4217606905279, 380.34142796832805, 1119.6504330393523]
AA	1	NA	1076.7	2174.4	3282.9	37.1	206.6	1289.7	11.353	11.34	11.38	0.04	5	0	0	0	4	0			1077.2	2176.4	1076.2	2172.3	1073.6	2162.7	1071.3	2157.9	1071.2	2157.7	N		['N', 'AA1']	1	4	[1099.5810707961784, 2323.861507395268, 4705.932338506635],[1076.7400581970203, 2174.3515492304396, 3282.8858370850558],[1085.6526540261282, 2171.1412716783075, 3080.8475594319484, 4683.509771226465],[1082.7969875663166, 2045.970200940849, 2194.925138914934, 3244.229584252009, 4592.402663168511]	[84.59763691338387, 241.5344259807291, 1291.5748503680595],[37.123079028166124, 206.56479193980115, 1289.6932668243296],[29.53754281471968, 123.89905647167103, 638.5266345697443, 1018.9322347000103],[23.71391753143359, 1128.3638465998558, 253.90779167836888, 381.04402095267324, 397.58207096003486]	removed	unallowed
AH	0	THE	613.9	2005.4	2865.6	80.2	146.2	180.1	14.91	14.887	14.957	0.07	6	0	0	0	3	0			609.5	2045.5	614.9	1996.9	628.5	1830.1	631.1	1613.9	597.3	1445.6	DH		['DH', 'AH0']	1	5	[885.0659820925457, 2577.7776422794614],[651.9560661816611, 2185.4868209811616, 3077.6704742499915, 3877.265268684683],[613.9488434417195, 2005.3729353364115, 2865.6316738015594, 3610.831368268484],[602.6099738704233, 1968.9921373709853, 2221.957442012285, 2916.494390219823, 3637.1699431028446, 4774.428058455516]	[1228.5746397703094, 542.8351062210548],[439.42429810253844, 392.33939043503807, 327.38912674687816, 693.8720258095931],[80.1751133177062, 146.2022603561823, 180.05838279249457, 265.7814971468217],[50.64623468263764, 249.16647707788445, 1328.2535013703425, 190.94884411322928, 182.6394284997513, 898.0144937530174]	removed	unallowed
OW	1	MOST	838.5	1125.5	2123.2	133.8	246.1	614.6	15.107	15.067	15.226	0.159	62	3	4	1	2	0			830.1	1128.4	843.7	1150.2	903.3	1219.2	961.4	1324.9	819.0	1273.2	M	S	['M', 'OW1', 'S']	1	6	[953.2741686867907, 3198.087195379668, 4059.9403596872517],[953.174803814229, 1568.794192067443, 3417.2893249331687, 4259.040932112159],[898.8250206300468, 1327.514568557309, 3297.224945624681, 4106.753464200211, 4239.116627015341],[838.4567367390244, 1125.4729880052546, 2123.1643848979847, 3311.659095017055, 4065.295351838121, 4634.334710020892]	[77.68795806152905, 1064.2031862041547, 472.5075429639301],[107.11673081587858, 2003.2545429481415, 355.90337930229987, 248.8838384369663],[110.60676417198147, 533.978819914626, 327.6148315516511, 1588.6267854370374, 598.7546357504621],[133.78841078171834, 246.12824630631204, 614.6179647698286, 101.43927134123818, 136.38882000208758, 286.94323433831124]	removed	unallowed
IH	1	THING	474.4	2311.6	3447.3	248.9	70.9	303.4	15.366	15.346	15.407	0.061	1	4	6	2	3	0			808.6	2459.4	473.7	2308.7	490.6	2347.7	509.6	2447.7	498.6	2575.2	TH	NG	['TH', 'IH1', 'NG']	1	4	[2335.6881019435427, 3996.490329457222],[474.365747946557, 2311.6174970563775, 3447.317185524202, 4799.032522106775],[473.7581263800677, 2247.615792279053, 3142.0320585646846, 4183.017444477711],[449.74863514903666, 1678.4324305511473, 2315.461629541273, 3379.07130939178, 4596.654712083482]	[327.26192738108125, 1413.976265211834],[248.8784103128037, 70.88464470966832, 303.3695904822077, 393.8022316488285],[216.53404023206124, 681.5378470415491, 1833.0951655938509, 386.5393119632036],[133.71110778739464, 1296.2670174810585, 61.30571212575933, 195.4755845861993, 668.515400698078]	removed	unallowed
