 , , M, , , , 

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	pPhone	fPhone	allPhones	index	nFormants	poles	bandwidths	plotmish - changed	plotmish - removed	plotmish - note	plotmish - annotator				
IY	1	APPRECIATE	284.7	2040.4	2516.5	39.3	81.3	596.8	115.383	115.37	115.41	0.04	11	3	5	1	8	2			286.7	2036.9	282.8	2043.8	273.9	2066.2	269.0	2088.6	268.0	2094.8	R	SH	['AH0', 'P', 'R', 'IY1', 'SH', 'IY0', 'EY2', 'T']	3	5	[2123.788174164594, 3090.733645248377],[286.9124593005713, 2079.1258319625545, 2933.0266511844507, 4393.568803490604],[284.7265923869056, 2040.3797254797196, 2516.4879278232215, 3098.061081040753, 4476.512192928384],[287.47792681334334, 2007.0355829989705, 2366.7610781629915, 2984.9893416826026, 3953.380602712822]	[273.46605598220043, 1276.6759148953413],[162.15462376280385, 51.354440958865545, 221.03354939880984, 960.3934313415966],[39.252363433399, 81.25278854539324, 596.7898565803927, 419.115662892512, 558.0798006657324],[48.16400752052878, 651.6013111072018, 994.708571761366, 376.96255566897366, 637.7653997864971]				
IY	0	APPRECIATE	405.8	2129.8	3129.2	102.5	162.3	389.1	115.55	115.54	115.57	0.03	11	0	0	0	5	1			405.8	2129.8	405.8	2129.8	411.7	2118.0	417.4	2106.7	417.4	2106.7	SH	EY2	['AH0', 'P', 'R', 'IY1', 'SH', 'IY0', 'EY2', 'T']	5	4	[1039.3156458021722, 2692.406207135145],[405.83866828382145, 2129.7926754428872, 3129.165076218076, 4335.8248222509455],[399.51457111513014, 2021.303730782101, 2686.605972997021, 3558.264291465038],[396.2686426983863, 1305.7019676834293, 2317.3107204072276, 3028.22872840262, 3882.8813077171462]	[601.011105758706, 672.0186973872383],[102.50557559520811, 162.26830532671858, 389.05149149842373, 905.2482757833833],[28.910681503181582, 168.67819981006735, 483.27241721919466, 574.1975984525901],[251.9876247806131, 1617.3034272306388, 153.259699071389, 286.9520623027597, 671.2216665387364]				
EY	2	APPRECIATE	439.1	2063.4	3120.3	32.9	140.6	268.4	115.582	115.57	115.73	0.16	21	1	4	1	0	0			434.3	2132.8	421.2	2186.6	356.7	2251.1	303.1	2184.7	280.4	2156.7	IY0	T	['AH0', 'P', 'R', 'IY1', 'SH', 'IY0', 'EY2', 'T']	6	4	[2334.8404369680334, 3798.098979053052],[439.10480788435046, 2063.4231705541843, 3120.264487592832, 4670.3957027601045],[436.1493435510409, 2000.3183337887633, 2879.450239245588, 3336.2848472266774],[433.67526043674644, 1215.7889030213755, 2272.8809580778943, 2976.1672136356765, 3899.986350775856]	[602.831480268979, 580.4690859402803],[32.94505529195137, 140.62244518836107, 268.43959133709495, 732.3408015709794],[13.99971050748506, 149.33326178738227, 1030.6727195388446, 762.4569206010776],[162.21131159538965, 1462.3824247737919, 158.6834226202197, 335.06369719288034, 240.59347954181484]				
IY	1	ME	342.7	2289.1	3069.0	130.9	299.9	339.9	115.943	115.83	116.17	0.34	12	0	0	0	2	0			361.8	2247.9	347.7	2306.0	359.9	2316.0	338.3	2341.9	384.0	2213.6	M		['M', 'IY1']	1	5	[1479.0338932762365, 3376.367322813343],[339.5247778560827, 2372.7099660096965, 3215.2407202234886, 4181.782713329722],[342.7230165068906, 2289.0541400200636, 3069.0028151186825, 3908.7842686377116],[337.24298060723436, 848.8199581959575, 2261.1049959382553, 2988.416304470701, 3700.169917813776, 4433.080565889086]	[625.3638573875114, 621.3769020533585],[142.920405781125, 345.1236354782439, 398.8707003237, 652.4070801016414],[130.91987769759228, 299.85515317800673, 339.942588601778, 426.4174773166171],[136.48273022062534, 1468.0160688674296, 164.02938280963835, 189.0960326397149, 323.14279473676436, 427.7634860394591]				
AE	1	AND	617.3	1946.8	2713.3	256.7	139.6	212.0	116.347	116.21	116.62	0.41	3	4	4	2	0	0			559.8	1948.5	613.6	1950.3	632.0	1933.5	560.9	1901.1	578.2	1865.9		N	['AE1', 'N']	0	5	[941.3515466918017, 2390.7986031220707],[588.8664317337408, 2039.4447136245278, 2984.1367479147243, 3746.1670560700645],[617.289463937181, 1946.8327234742494, 2713.2722385218117, 3578.4913476955016],[573.7981270029397, 1132.4638117549525, 2086.779643326376, 2732.495147325043, 3569.4875211510657]	[1315.3787654342743, 598.0407580775465],[457.6030201273185, 334.6315046787475, 939.7307904419779, 444.0396750743744],[256.65776749781156, 139.55440015372275, 212.02667389791094, 100.47932584509971],[260.92842673338026, 1537.2134435472458, 463.8495132973929, 376.7588629845732, 79.59622061403446]		Yes	OK changed	MS2
AH	0	THIS	630.7	1338.2	2266.8	697.6	547.5	443.6	116.79	116.78	116.81	0.03	6	3	4	1	3	0			630.7	1338.2	630.7	1338.2	679.3	1425.9	749.5	1531.9	749.5	1531.9	DH	S	['DH', 'AH0', 'S']	1	6	[1088.407493060276, 2922.7298515063817],[1012.4849480410392, 2104.5704783154033, 3398.385902535769],[721.3934531911218, 1716.5225618065074, 2882.092383829865, 3958.3178871406853],[630.7387694650174, 1338.1731242622886, 2266.781768265191, 3185.294810911748, 3928.540181946504]	[1103.797770896672, 1305.6697115809156],[898.8034513843131, 1005.0275599836873, 661.7275113838991],[621.6600304520545, 672.6433167011714, 594.5083708533118, 1001.2347137610196],[697.6261823643669, 547.4995090391726, 443.5704489251745, 641.4268493331368, 554.8789551826878]				
IH	1	IS	393.7	1626.5	2428.8	318.8	987.7	655.9	118.5	118.47	118.56	0.09	1	3	4	2	0	0			555.4	1638.1	385.1	1623.4	314.3	1487.0	364.9	1600.4	376.1	1651.6		Z	['IH1', 'Z']	0	5	[1054.0567282007094, 3103.9630704911233],[604.5981775552443, 2281.050864872884, 3628.3672937046713],[393.73316850245646, 1626.4680998540375, 2428.7524412894, 3595.982478555725],[282.0736499476696, 1471.2017613374344, 2185.026600504005, 3181.365134984593, 4088.6146679453454]	[592.4470278075426, 639.6742053898857],[426.5018054952442, 668.641446993766, 1118.2713020514507],[318.77148354203814, 987.7405264121603, 655.9335162650915, 729.9464851109565],[220.01989637148216, 812.7611717271978, 430.56814352365285, 827.4267545957139, 696.5588621739786]				
AH	0	THE	366.6	1456.7	2549.3	28.9	149.5	66.1	118.643	118.63	118.67	0.04	6	0	0	0	3	0			367.3	1451.6	366.1	1461.7	362.9	1487.4	355.2	1512.2	350.6	1521.6	DH		['DH', 'AH0']	1	5	[390.2717658544589, 2560.180907381983],[385.889651217062, 1826.5436256351352, 2636.2491491776104, 4260.9120173879155],[366.64086730645863, 1456.7002294311976, 2549.296568338496, 3371.307861667711, 4503.392342112491],[365.4940531734922, 1444.4965726324724, 2327.774231910837, 2834.4168670562176, 3782.9490927840793]	[488.9764917532107, 308.53930853881263],[229.5193047416235, 1139.212687508248, 255.82815747322172, 871.8993216302904],[28.897110341666053, 149.48274001679692, 66.12536456130923, 468.1021778970798, 584.4424598275447],[24.26679060851563, 152.86807321372743, 1511.899010025286, 522.2652925092818, 493.2608074419332]				
EY	1	GREATEST	497.6	1892.0	2921.3	139.4	238.7	1120.8	118.732	118.72	118.76	0.04	21	1	4	1	8	1			497.6	1892.0	496.9	1879.6	494.7	1864.0	492.5	1871.0	491.4	1874.6	R	T	['G', 'R', 'EY1', 'T', 'AH0', 'S', 'T']	2	4	[519.897270542708, 2005.8000225379424, 3300.1189025191034],[497.6010070980499, 1892.0363104823327, 2921.2584736206745, 3364.392327950871],[479.7781107213019, 1703.8878690864515, 2357.339380143116, 3315.331220970622],[481.7596011409832, 1626.7595394609161, 2212.0267501027774, 3109.2541111566975]	[376.79917890332695, 280.5593747760857, 219.31980660229223],[139.38410564510355, 238.74462412322248, 1120.796085522871, 380.71288269608107],[23.390975925791633, 117.4475336689714, 232.61038693031614, 99.19464805282729],[27.127111615955126, 1068.846029046292, 181.62047773808234, 125.19834199669486]				
AH	0	GREATEST	460.5	2035.6	2821.6	90.1	254.2	322.8	118.8	118.79	118.819	0.029	6	3	4	1	3	3			460.5	2035.6	460.5	2035.6	459.5	2038.6	455.7	2045.8	455.7	2045.8	T	S	['G', 'R', 'EY1', 'T', 'AH0', 'S', 'T']	4	4	[471.6633030386137, 2337.8981148113908, 3511.392751697019],[460.4742391961913, 2035.5606791810444, 2821.612059125897, 3990.8252886235273],[452.479047384281, 1898.374379386321, 2622.413107087879, 3555.5760447818734],[451.5505729391092, 1724.1145805831627, 2205.504065018098, 2675.8582297307894, 3582.7355400971337]	[496.10668355185254, 368.4624518828945, 901.97598571952],[90.1388473026455, 254.23090102141762, 322.7876835363211, 624.8232711107057],[22.44289918643374, 138.771501721204, 195.51946341359996, 379.5177309290057],[19.620211558381502, 1525.224377857655, 851.8749668403204, 595.7381380563668, 309.3336939239727]				
IH	1	THING	487.1	1824.1	2701.4	236.1	273.9	168.9	118.919	118.909	118.94	0.031	1	4	6	2	3	0			487.1	1824.1	487.1	1824.1	478.6	1834.1	470.7	1855.7	470.7	1855.7	TH	NG	['TH', 'IH1', 'NG']	1	5	[1065.1376394810632, 2639.8867707825807],[488.6343662446368, 1935.7711008218416, 2764.070338228633, 4196.9569208838975],[487.11744610675765, 1824.1344289662356, 2701.4319582757726, 3940.2808207276908],[450.8095004443996, 1299.8807331096593, 1914.278805408992, 2713.9542785717686, 3789.3918225350185]	[1370.3549737092042, 1036.7567170273899],[466.46502075982806, 507.0318659497107, 304.8311289912176, 357.406769227019],[236.08908820689604, 273.94088059073005, 168.92586798759075, 799.1071170968135],[175.7121644078525, 995.2944354305741, 234.24486505915817, 92.09574693214641, 332.6370911951994]				
AY	1	I'VE	642.4	1714.1	2667.9	173.1	325.1	813.2	118.983	118.97	119.0	0.03	41	3	2	2	0	0		m	633.6	1673.4	641.3	1746.1	641.7	1695.8	639.4	1671.0	639.4	1671.0		V	['AY1', 'V']	0	6	[749.8000426407519, 2377.469565659796, 3560.853680475723],[651.0947270890334, 1851.7343620287472, 2847.8959724400484, 3730.804192022386],[624.8764205811369, 1758.5997546904414, 2771.8763506702635, 3628.339870173091],[642.4215335775837, 1714.1233470766672, 2667.9460835796435, 2996.848773192685, 3720.824898833251]	[512.7116454093367, 597.8052828411888, 339.1396624160965],[271.69676890877776, 575.6523168985493, 421.74058311780044, 196.20208385176463],[190.94894286541015, 433.7209094354958, 339.4476252773045, 1577.2759438690991],[173.0794014473196, 325.10897464042466, 813.1897355298518, 823.9882226494473, 158.89313631494377]				
EH	1	EVER	488.7	1403.6	2080.7	151.4	174.3	305.4	119.039	119.029	119.06	0.031	2	3	2	2	0	1			488.7	1403.6	488.7	1403.6	479.2	1390.5	470.5	1381.0	470.5	1381.0		V	['EH1', 'V', 'ER0']	0	6	[518.6862188011343, 1643.25955932914, 3281.9910784360914],[558.4580605979423, 1604.3993137964694, 3080.3007749712347],[489.0164389805847, 1425.0312732261914, 2128.3280626319743, 3180.192142857154, 4015.8984312637454],[488.7169467208889, 1403.6301248995023, 2080.65318626262, 3122.7384892469563, 3799.379435258009]	[1326.9764937070618, 693.3003469748477, 406.36043671943037],[531.1647967692574, 365.9441272496697, 669.8532897212951],[183.9993317886083, 234.1024427405015, 510.4075954664355, 206.49755953549098, 539.77319898811],[151.3559618332148, 174.2665581051928, 305.352835014518, 168.3878045076569, 438.01671398947786]				
ER	0	EVER	358.5	1437.0	2344.2	74.9	114.0	436.0	119.1	119.09	119.119	0.029	94	0	0	0	1	0			358.5	1437.0	358.5	1437.0	355.4	1440.2	346.3	1449.3	346.3	1449.3	V		['EH1', 'V', 'ER0']	2	6	[1416.2733185331901, 2818.1132958395633],[923.3568404516252, 1985.042687819139, 3428.8809971435603],[361.41295133021464, 1467.8777060828634, 2434.9447995236815, 3189.393545213451, 4279.19294023673],[358.5017523668759, 1437.0089593027567, 2344.1634073617433, 2918.851585131979, 3767.1507922743317]	[867.3585248514865, 1085.868339829158],[519.6939812638607, 446.97776400477903, 474.08726021007266],[138.73577227099847, 140.84053154834578, 392.41991109312096, 317.9783926895184, 562.270514376939],[74.88711725289822, 113.95331904200987, 435.9576244846179, 473.54817649981646, 1043.3939242536715]				
AH	1	DONE	478.0	1469.0	2673.6	149.9	162.6	361.8	119.17	119.15	119.21	0.06	6	4	4	2	3	0			462.1	1475.8	479.4	1468.8	484.6	1470.7	469.3	1479.7	438.5	1488.9	D	N	['D', 'AH1', 'N']	1	5	[640.0402983005882, 1949.2768114965534, 3542.6943171513803],[501.51076938001904, 1541.8948414609358, 2854.1677888444915, 3770.239818368936],[477.9717574885676, 1469.0209522187347, 2673.5848664853697, 3489.1976515870538, 3768.2079976031523],[486.73884174845705, 1430.499264858767, 2356.7184348038677, 3111.418527371915, 3745.9573272653647]	[992.5397662626362, 1085.2608576071905, 403.01256071799884],[420.32394358263804, 357.90374415651377, 385.4222191408195, 170.727895168496],[149.9337096540968, 162.64953707060735, 361.8326652621386, 1419.2314190886307, 511.2338407239079],[151.82908864024293, 800.6775010568002, 695.9118131418425, 573.9424064620399, 332.6757723984808]				
AH	0	IN	280.7	1317.2	2119.4	109.9	126.0	209.8	119.26	119.25	119.279	0.029	6	4	4	2	0	0			280.7	1317.2	280.7	1317.2	284.4	1317.0	296.1	1315.7	296.1	1315.7		N	['AH0', 'N']	0	6	[1929.1384527005, 3454.096180032355],[1304.4439315910638, 2582.7083382650044, 3595.162340962332],[603.4075237673533, 1668.7919378772567, 2652.7859131237465, 3419.800074608585],[280.71504242710597, 1317.2496337916798, 2119.4089035326174, 2910.9578426502358, 3740.947743432332]	[926.8523786134422, 587.8750664801922],[626.778217281673, 561.1593984255566, 372.69083014052785],[615.0578030578127, 743.0080707888185, 763.0003628143276, 938.8214994457743],[109.8834166884626, 126.04768978502925, 209.84633447750798, 177.20285469811424, 140.9626789844459]				
AY	1	MY	692.1	1161.4	1873.2	139.5	103.9	1038.2	119.378	119.359	119.4	0.041	41	0	0	0	2	0		m	685.8	1156.6	689.7	1158.0	691.7	1161.7	686.7	1161.4	684.0	1159.7	M		['M', 'AY1']	1	6	[1074.3432834625248, 3380.9205062374067],[983.1105616976913, 1162.0726130088385, 3398.168155530432],[761.1809084048739, 1329.233454103345, 2389.6799462944164, 3488.7491689065064],[692.1176302233652, 1161.4431780808957, 1873.2118493110686, 3021.6774908142, 3425.13347332345]	[131.29187117456692, 210.96075734650714],[482.2356130025771, 722.590038800209, 98.60933733485294],[296.4366903788118, 786.1264472713352, 844.599162664501, 81.720745707155],[139.46558556045196, 103.91524994816763, 1038.2284840061945, 978.6954805547281, 108.94469649537706]				
AY	1	LIFE	688.2	1322.5	2840.3	116.7	85.4	584.4	119.504	119.47	119.6	0.13	47	3	2	1	7	0			685.8	1283.5	675.1	1378.6	586.9	1619.8	488.4	1736.9	435.4	1755.5	L	F	['L', 'AY1', 'F']	1	5	[1322.8137621984915, 2911.7277727416736],[772.8309800656934, 1187.1765931249524, 3222.739691292663, 4257.398241490864],[688.1629469883803, 1322.4822233739035, 2840.3115331245476, 3513.284773674313],[694.9403843650716, 1272.3307204504767, 2589.8631143596267, 3424.6487324394857, 3763.914165560443]	[1118.9801536874913, 725.656156316605],[496.1895386240929, 268.1609866307877, 340.470447181998, 2037.4873596391085],[116.70686453300662, 85.37814886385318, 584.3504765830534, 189.56221432909015],[81.70498872342834, 40.62098598719591, 381.92849934847936, 203.6667718639763, 1605.3751284816462]				
AH	0	THIS	336.0	1422.8	2095.2	163.5	565.6	1019.8	120.505	120.495	120.526	0.031	6	3	4	1	3	0			336.0	1422.8	336.0	1422.8	334.9	1444.9	336.9	1519.8	336.9	1519.8	DH	S	['DH', 'AH0', 'S']	1	6	[1702.4047681479046, 3633.8364297650887],[350.22087181089177, 1860.828424875856, 3258.383796532982, 4418.260818301587],[354.09330748116105, 1719.4311899538475, 2831.2276226384074, 3636.003131926061],[335.97180941426006, 1422.8367641413186, 2095.2361999417567, 3014.238751446411, 3751.3956100005767, 4531.94931437657]	[2400.0570672890613, 1569.0969419158832],[448.0615482285629, 581.0518001310212, 570.6126202231069, 600.4563261415466],[258.27109769514544, 456.62222920303634, 1238.2711121942427, 1421.2087990084378],[163.51582854972702, 565.592048693235, 1019.8104206735818, 622.1690924182465, 718.4786237433358, 457.48216288419263]				
IH	1	IS	440.7	1665.0	2857.6	118.2	174.2	99.2	120.566	120.556	120.586	0.03	1	3	4	2	0	0			432.6	1750.3	432.6	1750.3	423.0	1723.7	546.3	1859.9	546.3	1859.9		Z	['IH1', 'Z']	0	5	[774.1829307058283],[432.5992583609971, 1750.3334629799951, 2944.7456869003076, 4340.649064383842],[440.669317435256, 1664.9985105731037, 2857.5674481952574, 4096.7738685970435],[438.2428389807517, 1644.5502611014845, 2383.8976603401243, 2875.5672577739233, 4055.6164109830447]	[1219.8604716321336],[457.0983880048778, 609.5317517901088, 271.7670139985123, 252.7505666671922],[118.18530749478414, 174.17038891120993, 99.16125692942359, 361.3678723577031],[111.05861279041511, 706.215242794375, 1459.658542303549, 457.93496205265626, 214.76565631403227]				
AH	0	THE	378.0	1421.3	2653.3	112.2	162.6	339.4	120.676	120.666	120.696	0.03	6	0	0	0	3	0			378.0	1421.3	378.0	1421.3	357.3	1416.4	339.0	1414.4	339.0	1414.4	DH		['DH', 'AH0']	1	5	[947.4283638911687, 3028.9894902817746],[673.9975536605851, 1927.6567694549012, 3241.7646592050137],[377.9655913726178, 1421.2927299083144, 2653.288640685211, 3533.4907740687167],[375.2576109622172, 1371.323481964423, 1788.8770080146305, 2700.322722362734, 3585.6827393956355]	[749.9354882500865, 1043.4256039447769],[322.13402295621376, 658.0183269282139, 597.6604290100307],[112.19153479015988, 162.63386352739982, 339.3660325800824, 672.6561623095602],[87.47783442971125, 850.9719183321967, 1756.8986176649023, 289.3475427262324, 486.43336586525226]				
AW	1	PROUDEST	684.4	1356.4	2248.3	95.9	192.6	173.8	120.805	120.786	120.905	0.119	42	1	4	2	8	1			685.8	1347.0	691.7	1299.3	663.8	1222.9	624.4	1152.8	568.9	1154.2	R	D	['P', 'R', 'AW1', 'D', 'AH0', 'S', 'T']	2	5	[895.5931488972132, 2178.915806778363],[819.365725816926, 1608.120287637937, 2284.695174074515, 4063.417366313153],[684.4345056639606, 1356.4114810456044, 2248.260188599553, 3321.9563020278015],[664.8485260851348, 1276.429592455885, 1718.8705307536022, 2315.2163049813726, 3365.656272532069, 4503.146125629271]	[400.48935614098934, 402.9955111966623],[384.6277819124258, 1288.3875769117838, 405.47075385067814, 1211.5721460308657],[95.90361834055682, 192.57661047583434, 173.83827166888935, 574.1880943364802],[73.92011622342109, 367.42684445054425, 749.2143965557663, 148.9842669664953, 200.55158013944697, 307.866959152641]				
AH	0	PROUDEST	436.3	1449.1	2814.5	96.5	111.4	75.1	120.949	120.936	120.975	0.039	6	3	4	1	3	3			438.3	1447.3	434.4	1450.4	423.4	1452.1	411.0	1444.6	407.2	1441.5	D	S	['P', 'R', 'AW1', 'D', 'AH0', 'S', 'T']	4	5	[635.0271703930043, 2214.1613811482825],[437.49025558435375, 1470.6979059003236, 2864.1046379924765, 3802.958025845926],[436.3335759942414, 1449.0509800360728, 2814.472137626325, 3706.541286116202],[436.30458578999173, 1430.9328581463878, 2488.6581397456957, 2839.651196500619, 3730.544128907316]	[1177.7958509838813, 2192.7332372471974],[214.74696999241462, 252.81254025602968, 137.4074625975103, 174.75196187150505],[96.51616109873332, 111.41423605694312, 75.06453562290613, 137.06894605037206],[83.38528381718812, 101.33640534878927, 1359.8031518551645, 107.77512137478239, 78.36009716860573]				
OW	1	MOMENT	428.0	958.9	2097.6	141.4	125.3	379.8	121.152	121.145	121.196	0.051	62	4	1	2	2	1			428.0	958.9	421.1	955.4	409.4	942.4	409.2	957.7	427.6	1026.0	M	M	['M', 'OW1', 'M', 'AH0', 'N', 'T']	1	6	[704.0890556937441, 2933.9122122771155],[783.6598546592547, 2609.8825346184512, 3262.142696802388],[486.8489388550383, 971.8228752762387, 2411.5392199214084, 3154.1540468978988, 4347.268579144685],[428.03092787699336, 958.9293495027209, 2097.556828621168, 2849.672130036802, 3360.1162914900015, 4421.131417672851]	[413.0535337525522, 1091.8096243251748],[348.38351613578646, 948.8378750385642, 949.1617005490765],[445.0431898713928, 386.9918855472065, 441.9886765617258, 261.81558448209074, 633.5013588254354],[141.40481006052346, 125.31296596879878, 379.7855581478605, 351.28449937549124, 442.263176035677, 375.1755634482116]				
AH	0	MOMENT	343.9	1502.0	2030.2	174.3	478.1	1254.0	121.289	121.275	121.316	0.041	6	4	4	2	2	3			340.8	1475.9	343.9	1502.0	352.7	1551.8	362.4	1525.2	362.5	1518.2	M	N	['M', 'OW1', 'M', 'AH0', 'N', 'T']	3	6	[1404.5156232466998, 3016.493212080155],[587.0727566872656, 2016.6234787323212, 3088.869315198571],[359.6199650925391, 1680.072288561635, 2768.727662699933, 3812.79623158156],[343.8538821343006, 1502.0352313960948, 2030.2486751373665, 2785.391736970416, 3760.7038548827236]	[993.4933374652147, 1116.8904777661267],[786.0786640243272, 689.3350997335805, 292.80595483482625],[283.0850245580786, 326.9523760161366, 142.31933832466657, 293.209732304618],[174.2691138776629, 478.0920110889094, 1253.9880872152476, 115.89361265886875, 213.62807722232372]				
